timestamp,available_replicas
2026-09-06T21:08:15+00:00,1
2026-09-06T21:08:30+00:00,1
2026-09-06T21:08:45+00:00,1
2026-09-06T21:09:00+00:00,1
2026-09-06T21:09:15+00:00,1
2026-09-06T21:09:30+00:00,1
2026-09-06T21:09:45+00:00,1
2026-09-06T21:10:00+00:00,1
2026-09-06T21:10:15+00:00,1
2026-09-06T21:10:30+00:00,1
2026-09-06T21:10:45+00:00,1
2026-09-06T21:11:00+00:00,1
2026-09-06T21:11:15+00:00,1
2026-09-06T21:11:30+00:00,1
2026-09-06T21:11:45+00:00,1
2026-09-06T21:12:00+00:00,1
2026-09-06T21:12:15+00:00,1
2026-09-06T21:12:30+00:00,1
2026-09-06T21:12:45+00:00,1
2026-09-06T21:13:00+00:00,1
2026-09-06T21:13:15+00:00,1
2026-09-06T21:13:30+00:00,1
2026-09-06T21:13:45+00:00,1
2026-09-06T21:14:00+00:00,1
2026-09-06T21:14:15+00:00,1
2026-09-06T21:14:30+00:00,1
2026-09-06T21:14:45+00:00,1
2026-09-06T21:15:00+00:00,1
2026-09-06T21:15:15+00:00,1
2026-09-06T21:15:30+00:00,1
2026-09-06T21:15:45+00:00,1
2026-09-06T21:16:00+00:00,1
2026-09-06T21:16:15+00:00,1
2026-09-06T21:16:30+00:00,1
2026-09-06T21:16:45+00:00,1
2026-09-06T21:17:00+00:00,1
2026-09-06T21:17:15+00:00,1
2026-09-06T21:17:30+00:00,1
2026-09-06T21:17:45+00:00,1
2026-09-06T21:18:00+00:00,1
2026-09-06T21:18:15+00:00,1
2026-09-06T21:18:30+00:00,1
2026-09-06T21:18:45+00:00,1
2026-09-06T21:19:00+00:00,1
2026-09-06T21:19:15+00:00,1
2026-09-06T21:19:30+00:00,1
2026-09-06T21:19:45+00:00,1
2026-09-06T21:20:00+00:00,1
2026-09-06T21:20:15+00:00,1
2026-09-06T21:20:30+00:00,1
2026-09-06T21:20:45+00:00,1
2026-09-06T21:21:00+00:00,1
2026-09-06T21:21:15+00:00,1
2026-09-06T21:21:30+00:00,1
2026-09-06T21:21:45+00:00,1
2026-09-06T21:22:00+00:00,1
2026-09-06T21:22:15+00:00,1
2026-09-06T21:22:30+00:00,2
2026-09-06T21:22:45+00:00,2
2026-09-06T21:23:00+00:00,2
2026-09-06T21:23:15+00:00,2
2026-09-06T21:23:30+00:00,2
2026-09-06T21:23:45+00:00,2
2026-09-06T21:24:00+00:00,2
2026-09-06T21:24:15+00:00,2
2026-09-06T21:24:30+00:00,2
2026-09-06T21:24:45+00:00,2
2026-09-06T21:25:00+00:00,2
2026-09-06T21:25:15+00:00,2
2026-09-06T21:25:30+00:00,2
2026-09-06T21:25:45+00:00,2
2026-09-06T21:26:00+00:00,2
2026-09-06T21:26:15+00:00,2
2026-09-06T21:26:30+00:00,2
2026-09-06T21:26:45+00:00,2
2026-09-06T21:27:00+00:00,3
2026-09-06T21:27:15+00:00,3
2026-09-06T21:27:30+00:00,3
2026-09-06T21:27:45+00:00,3
2026-09-06T21:28:00+00:00,3
2026-09-06T21:28:15+00:00,3
2026-09-06T21:28:30+00:00,3
2026-09-06T21:28:45+00:00,3
2026-09-06T21:29:00+00:00,3
2026-09-06T21:29:15+00:00,3
2026-09-06T21:29:30+00:00,3
2026-09-06T21:29:45+00:00,3
2026-09-06T21:30:00+00:00,3
2026-09-06T21:30:15+00:00,3
2026-09-06T21:30:30+00:00,3
2026-09-06T21:30:45+00:00,3
2026-09-06T21:31:00+00:00,3
2026-09-06T21:31:15+00:00,3
2026-09-06T21:31:30+00:00,3
2026-09-06T21:31:45+00:00,3
2026-09-06T21:32:00+00:00,3
2026-09-06T21:32:15+00:00,3
2026-09-06T21:32:30+00:00,3
2026-09-06T21:32:45+00:00,3
2026-09-06T21:33:00+00:00,3
2026-09-06T21:33:15+00:00,3
2026-09-06T21:33:30+00:00,3
2026-09-06T21:33:45+00:00,3
2026-09-06T21:34:00+00:00,3
2026-09-06T21:34:15+00:00,3
2026-09-06T21:34:30+00:00,3
2026-09-06T21:34:45+00:00,3
2026-09-06T21:35:00+00:00,3
2026-09-06T21:35:15+00:00,3
2026-09-06T21:35:30+00:00,3
2026-09-06T21:35:45+00:00,3
2026-09-06T21:36:00+00:00,3
2026-09-06T21:36:15+00:00,3
2026-09-06T21:36:30+00:00,3
2026-09-06T21:36:45+00:00,3
2026-09-06T21:37:00+00:00,3
2026-09-06T21:37:15+00:00,3
2026-09-06T21:37:30+00:00,1
2026-09-06T21:37:45+00:00,1
2026-09-06T21:38:00+00:00,1
2026-09-06T21:38:15+00:00,1
2026-09-06T21:38:30+00:00,1
2026-09-06T21:38:45+00:00,1
2026-09-06T21:39:00+00:00,1
2026-09-06T21:39:15+00:00,1
2026-09-06T21:39:30+00:00,1
2026-09-06T21:39:45+00:00,1
2026-09-06T21:40:00+00:00,1
2026-09-06T21:40:15+00:00,1
2026-09-06T21:40:30+00:00,1
2026-09-06T21:40:45+00:00,1
2026-09-06T21:41:00+00:00,1
2026-09-06T21:41:15+00:00,1
2026-09-06T21:41:30+00:00,1
2026-09-06T21:41:45+00:00,1
2026-09-06T21:42:00+00:00,1
2026-09-06T21:42:15+00:00,1
2026-09-06T21:42:30+00:00,1
2026-09-06T21:42:45+00:00,1
2026-09-06T21:43:00+00:00,1
2026-09-06T21:43:15+00:00,1
2026-09-06T21:43:30+00:00,1
2026-09-06T21:43:45+00:00,1
2026-09-06T21:44:00+00:00,1
2026-09-06T21:44:15+00:00,1
2026-09-06T21:44:30+00:00,1
2026-09-06T21:44:45+00:00,1
2026-09-06T21:45:00+00:00,1
2026-09-06T21:45:15+00:00,1
2026-09-06T21:45:30+00:00,1
2026-09-06T21:45:45+00:00,1
2026-09-06T21:46:00+00:00,1
2026-09-06T21:46:15+00:00,1
2026-09-06T21:46:30+00:00,1
2026-09-06T21:46:45+00:00,1
2026-09-06T21:47:00+00:00,1
2026-09-06T21:47:15+00:00,1
2026-09-06T21:47:30+00:00,1
2026-09-06T21:47:45+00:00,1
2026-09-06T21:48:00+00:00,1
2026-09-06T21:48:15+00:00,1
2026-09-06T21:48:30+00:00,1
2026-09-06T21:48:45+00:00,1
2026-09-06T21:49:00+00:00,1
2026-09-06T21:49:15+00:00,1
2026-09-06T21:49:30+00:00,1
2026-09-06T21:49:45+00:00,1
2026-09-06T21:50:00+00:00,1
2026-09-06T21:50:15+00:00,1
2026-09-06T21:50:30+00:00,1
2026-09-06T21:50:45+00:00,1
2026-09-06T21:51:00+00:00,1
2026-09-06T21:51:15+00:00,1
2026-09-06T21:51:30+00:00,1
2026-09-06T21:51:45+00:00,1
2026-09-06T21:52:00+00:00,1
2026-09-06T21:52:15+00:00,1
2026-09-06T21:52:30+00:00,1
2026-09-06T21:52:45+00:00,1
2026-09-06T21:53:00+00:00,1
2026-09-06T21:53:15+00:00,1
2026-09-06T21:53:30+00:00,1
2026-09-06T21:53:45+00:00,1
2026-09-06T21:54:00+00:00,1
2026-09-06T21:54:15+00:00,1
2026-09-06T21:54:30+00:00,1
2026-09-06T21:54:45+00:00,1
2026-09-06T21:55:00+00:00,1
2026-09-06T21:55:15+00:00,1
2026-09-06T21:55:30+00:00,1
2026-09-06T21:55:45+00:00,1
2026-09-06T21:56:00+00:00,1
2026-09-06T21:56:15+00:00,1
2026-09-06T21:56:30+00:00,1
2026-09-06T21:56:45+00:00,1
2026-09-06T21:57:00+00:00,1
2026-09-06T21:57:15+00:00,1
2026-09-06T21:57:30+00:00,1
2026-09-06T21:57:45+00:00,1
2026-09-06T21:58:00+00:00,1
2026-09-06T21:58:15+00:00,1
2026-09-06T21:58:30+00:00,1
2026-09-06T21:58:45+00:00,1
2026-09-06T21:59:00+00:00,1
2026-09-06T21:59:15+00:00,1
2026-09-06T21:59:30+00:00,1
2026-09-06T21:59:45+00:00,1
2026-09-06T22:00:00+00:00,1
